"","network","state","site_name","description","start","end","latitude","longitude","elev","county","site_id"
"395","SNTL","ID","lolo pass ","West Fork Lolo Creek (170102051401)",1982-10-01,2019-12-10,46.63,-114.58,1597,"Idaho",588
"396","SNTL","ID","savage pass ","Lower Colt Killed Creek (170603030208)",1982-10-01,2019-12-10,46.47,-114.63,1887,"Idaho",735
"397","SNTL","ID","shanghi summit ","Quartz Creek (170603060402)",1982-10-01,2019-12-10,46.57,-115.74,1402,"Clearwater",747
"398","SNTL","MT","dupuyer creek ","Upper Dupuyer Creek (100302010501)",1982-10-01,2019-12-10,48.06,-112.76,1753,"Teton",458
"399","SNTL","UT","lakefork basin ","Ottoson Creek-Lake Fork Creek (140600030601)",1982-10-01,2019-12-10,40.74,-110.62,3318,"Duchesne",513
"400","SNTL","AK","atigun pass ","Chandalar Shelf (190802010102)",1981-10-01,2019-12-10,68.13,-149.48,1463,"North Slope",957
"401","SNTL","AK","cooper lake ","Kenai Lake (190203021205)",1981-10-01,2019-12-10,60.39,-149.69,366,"Kenai Peninsula",959
"402","SNTL","AK","fairbanks f.o. ","Chena River (190803060907)",1981-10-01,2019-12-10,64.85,-147.8,137,"Fairbanks North Star",1174
"403","SNTL","AK","turnagain pass ","Granite Creek (190203020406)",1981-10-01,2019-12-10,60.78,-149.18,573,"Kenai Peninsula",954
"404","SNTL","NV","hole-in-mountain ","Winchell Creek-The Slough (160600071602)",1981-10-01,2019-12-10,40.94,-115.1,2488,"Elko",527
"405","SNTL","NV","jacks peak ","Upper Harrington Creek (170501050201)",1981-10-01,2019-12-10,41.51,-116.01,2568,"Elko",549
"406","SNTL","WA","green lake ","Headwaters North Fork Ahtnum Creek (170300030101)",1981-10-01,2019-12-10,46.55,-121.17,1804,"Yakima",502
"407","SNTL","AK","anchor river divide ","Headwaters Anchor River (190203010701)",1980-10-01,2019-12-10,59.86,-151.32,504,"Kenai Peninsula",1062
"408","SNTL","AK","bettles field ","Jack White Creek-Koyukuk River (190901012604)",1980-10-01,2019-12-10,66.92,-151.53,195,"Yukon-koyukuk",1182
"409","SNTL","AK","imnaviat creek ","Headwaters Toolik River (190604010702)",1980-10-01,2019-12-10,68.62,-149.3,930,"North Slope",968
"410","SNTL","AK","little chena ridge ","190803060706-Little Chena River (190803060706)",1980-10-01,2019-12-10,65.12,-146.73,610,"Fairbanks North Star",947
"411","SNTL","AK","mt. ryan ","Headwaters West Fork Chena River (190803060404)",1980-10-01,2019-12-10,65.25,-146.15,853,"Fairbanks North Star",948
"412","SNTL","AK","teuchet creek ","Teuchet Creek (190803060301)",1980-10-01,2019-12-10,64.95,-145.52,500,"Fairbanks North Star",951
"413","SNTL","CA","blue lakes ","Deer Creek (180400120101)",1980-10-01,2019-12-10,38.61,-119.92,2459,"Alpine",356
"414","SNTL","CA","css lab ","Rattlesnake Creek-South Yuba River (180201250602)",1980-10-01,2019-12-10,39.33,-120.37,2101,"Nevada",428
"415","SNTL","CA","echo peak ","Upper Truckee River-Frontal Lake Tahoe (160501010303)",1980-10-01,2019-12-10,38.85,-120.08,2333,"El Dorado",463
"416","SNTL","CA","independence creek ","Independence Creek (160501020102)",1980-10-01,2019-12-10,39.49,-120.28,1962,"Sierra",540
"417","SNTL","CA","leavitt meadows ","Leavitt Creek-West Walker River (160503020104)",1980-10-01,2019-12-10,38.3,-119.55,2194,"Mono",575
"418","SNTL","CA","poison flat ","Bryant Creek-East Fork Carson River (160502010102)",1980-10-01,2019-12-10,38.51,-119.63,2358,"Alpine",697
"419","SNTL","CA","rubicon #2 ","General Creek-Frontal Lake Tahoe (160501010402)",1980-10-01,2019-12-10,39,-120.13,2322,"El Dorado",724
"420","SNTL","CA","tahoe city cross ","Burton Creek-Frontal Lake Tahoe (160501010101)",1980-10-01,2019-12-10,39.17,-120.15,2072,"Placer",809
"421","SNTL","CA","truckee #2 ","Martis Creek (160501020204)",1980-10-01,2019-12-10,39.3,-120.18,1984,"Placer",834
"422","SNTL","NV","berry creek ","Berry Creek (160600081301)",1980-10-01,2019-12-10,39.32,-114.62,2858,"White Pine",334
"423","SNTL","NV","big creek sum ","Big Creek (160401070303)",1980-10-01,2019-12-10,39.29,-117.12,2647,"Lander",337
"424","SNTL","NV","buckskin lower ","Cabin Creek-Martin Creek (160401090502)",1980-10-01,2019-12-10,41.75,-117.53,2112,"Humboldt",373
"425","SNTL","NV","disaster peak ","Sage Creek (160402010201)",1980-10-01,2019-12-10,41.97,-118.19,1908,"Humboldt",445
"426","SNTL","NV","fawn creek ","Fawn Creek-Owyhee River (170501040304)",1980-10-01,2019-12-10,41.82,-116.1,2143,"Elko",476
"427","SNTL","NV","granite peak ","Indian Creek (160401090601)",1980-10-01,2019-12-10,41.67,-117.57,2592,"Humboldt",498
"428","SNTL","NV","green mountain ","Corral Creek (160401030401)",1980-10-01,2019-12-10,40.38,-115.53,2495,"Elko",503
"429","SNTL","NV","lamance creek ","Lamance Creek-Big Cottonwood Creek (160401090603)",1980-10-01,2019-12-10,41.52,-117.63,1949,"Humboldt",569
"430","SNTL","NV","lamoille #3 ","Thomas Creek-Lamoille Creek (160401010607)",1980-10-01,2019-12-10,40.64,-115.38,2454,"Elko",570
"431","SNTL","NV","mt rose ski area ","Hidden Valley-Steamboat Creek (160501020304)",1980-10-01,2019-12-10,39.32,-119.89,2683,"Washoe",652
"432","SNTL","NV","taylor canyon ","Upper Taylors Canyon Creek (170501050105)",1980-10-01,2019-12-10,41.23,-116.03,1928,"Elko",811
"433","SNTL","NV","ward mountain ","Holt Creek (150100110105)",1980-10-01,2019-12-10,39.13,-114.96,2793,"White Pine",849
"434","SNTL","OR","aneroid lake #2 ","West Fork Wallowa River-Wallowa River (170601050101)",1980-10-01,2019-12-10,45.21,-117.19,2256,"Wallowa",302
"435","SNTL","OR","railroad overpass ","Middle Salt Creek (170900010302)",1980-10-01,2019-12-10,43.66,-122.21,817,"Lane",710
"436","SNTL","OR","schneider meadows ","Clear Creek (170502010603)",1980-10-01,2019-12-10,45,-117.17,1646,"Baker",736
"437","SNTL","WA","june lake ","Swift Creek (170800020304)",1980-10-01,2019-12-10,46.15,-122.15,1049,"Skamania",553
"438","SNTL","WA","potato hill ","Muddy Fork Cispus River (170800040303)",1980-10-01,2019-12-10,46.35,-121.51,1375,"Yakima",702
"439","SNTL","WA","sheep canyon ","Headwaters South Fork Toutle River (170800050601)",1980-10-01,2019-12-10,46.19,-122.25,1216,"Cowlitz",748
"440","SNTL","WA","spencer meadow ","Cussed Hollow-Lewis River (170800020108)",1980-10-01,2019-12-10,46.18,-121.93,1036,"Skamania",776
"441","SNTL","WY","cold springs ","North Fork Bull Lake Creek (100800010702)",1980-10-01,2019-12-10,43.28,-109.45,2935,"Fremont",405
"442","SNTL","WY","cottonwood creek ","Lower Crow Creek-Salt River (170401050102)",1980-10-01,2019-12-10,42.65,-110.81,2338,"Lincoln",419
"443","SNTL","AK","monument creek ","Monument Creek (190803060402)",1979-10-01,2019-12-10,65.08,-145.87,564,"Fairbanks North Star",949
"444","SNTL","AK","munson ridge ","Rock Creek-Chena River (190803060602)",1979-10-01,2019-12-10,64.85,-146.21,945,"Fairbanks North Star",950
"445","SNTL","AZ","promontory ","Upper Willow Creek (150200080306)",1979-10-01,2019-12-10,34.37,-111.01,2417,"Coconino",705
"446","SNTL","CA","dismal swamp ","Dismal Creek-Deep Creek (171200070304)",1979-10-01,2019-12-10,41.99,-120.18,2243,"Modoc",446
"447","SNTL","CA","fallen leaf ","Fallen Leaf Lake-Frontal Lake Tahoe (160501010401)",1979-10-01,2019-12-10,38.93,-120.05,1903,"El Dorado",473
"448","SNTL","CA","squaw valley g.c. ","Squaw Creek-Truckee River (160501020202)",1979-10-01,2019-12-10,39.19,-120.27,2442,"Placer",784
"449","SNTL","CA","ward creek #3 ","Ward Creek-Frontal Lake Tahoe (160501010403)",1979-10-01,2019-12-10,39.14,-120.22,2056,"Placer",848
"450","SNTL","CO","apishapa ","Middle Creek-Cucharas River (110200060406)",1979-10-01,2019-12-10,37.33,-105.07,3048,"Huerfano",303
"451","SNTL","CO","bear lake ","Glacier Creek (101900060201)",1979-10-01,2019-12-10,40.31,-105.64,2896,"Larimer",322
"452","SNTL","CO","beartown ","Bear Creek-Rio Grande (130100010104)",1979-10-01,2019-12-10,37.71,-107.51,3536,"Mineral",327
"453","SNTL","CO","brumley ","North Fork Lake Creek (110200010101)",1979-10-01,2019-12-10,39.09,-106.54,3231,"Lake",369
"454","SNTL","CO","butte ","Washington Gulch-Slate River (140200010206)",1979-10-01,2019-12-10,38.89,-106.95,3097,"Gunnison",380
"455","SNTL","CO","copeland lake ","Headwaters North Saint Vrain Creek (101900050202)",1979-10-01,2019-12-10,40.21,-105.57,2621,"Boulder",412
"456","SNTL","CO","cumbres trestle ","Wolf Creek (130201020203)",1979-10-01,2019-12-10,37.02,-106.45,3060,"Conejos",431
"457","SNTL","CO","dry lake ","City of Steamboat Springs-Yampa River (140500010409)",1979-10-01,2019-12-10,40.53,-106.78,2560,"Routt",457
"458","SNTL","CO","fremont pass ","Upper Tenmile Creek (140100020301)",1979-10-01,2019-12-10,39.38,-106.2,3475,"Summit",485
"459","SNTL","CO","grizzly peak ","North Fork Snake River (140100020201)",1979-10-01,2019-12-10,39.65,-105.87,3383,"Summit",505
"460","SNTL","CO","hoosier pass ","Headwaters Blue River (140100020101)",1979-10-01,2019-12-10,39.36,-106.06,3475,"Summit",531
"461","SNTL","CO","idarado ","Red Mountain Creek (140200060201)",1979-10-01,2019-12-10,37.93,-107.68,2987,"Ouray",538
"462","SNTL","CO","independence pass ","Lincoln Creek (140100040101)",1979-10-01,2019-12-10,39.08,-106.61,3231,"Pitkin",542
"463","SNTL","CO","kiln ","Deeds Creek-Fryingpan River (140100040504)",1979-10-01,2019-12-10,39.32,-106.61,2926,"Pitkin",556
"464","SNTL","CO","lily pond ","Headwaters Alamosa River (130100020302)",1979-10-01,2019-12-10,37.38,-106.55,3353,"Conejos",580
"465","SNTL","CO","lizard head pass ","Headwaters Dolores River (140300020201)",1979-10-01,2019-12-10,37.8,-107.92,3109,"Dolores",586
"466","SNTL","CO","lone cone ","Headwaters Beaver Creek (140300030302)",1979-10-01,2019-12-10,37.89,-108.2,2926,"San Miguel",589
"467","SNTL","CO","lynx pass ","Headwaters Rock Creek (140100011001)",1979-10-01,2019-12-10,40.08,-106.67,2707,"Routt",607
"468","SNTL","CO","mc clure pass ","Lee Creek (140200040203)",1979-10-01,2019-12-10,39.13,-107.29,2896,"Pitkin",618
"469","SNTL","CO","middle creek ","Headwaters Red Mountain Creek (130100010501)",1979-10-01,2019-12-10,37.62,-107.03,3429,"Mineral",624
"470","SNTL","CO","niwot ","North Boulder Creek (101900050401)",1979-10-01,2019-12-10,40.04,-105.54,3021,"Boulder",663
"471","SNTL","CO","park cone ","Taylor Park Reservoir (140200010107)",1979-10-01,2019-12-10,38.82,-106.59,2926,"Gunnison",680
"472","SNTL","CO","phantom valley ","Headwaters Colorado River (140100010302)",1979-10-01,2019-12-10,40.4,-105.85,2752,"Grand",688
"473","SNTL","CO","red mountain pass ","Mineral Creek (140801040103)",1979-10-01,2019-12-10,37.89,-107.71,3414,"San Juan",713
"474","SNTL","CO","roach ","Laramie River-Stuck Creek (101800100106)",1979-10-01,2019-12-10,40.88,-106.05,2957,"Larimer",718
"475","SNTL","CO","slumgullion ","Headwaters Cebolla Creek (140200020502)",1979-10-01,2019-12-10,37.99,-107.2,3523,"Hinsdale",762
"476","SNTL","CO","summit ranch ","Rock Creek-Blue River (140100020502)",1979-10-01,2019-12-10,39.72,-106.16,2865,"Summit",802
"477","SNTL","CO","whiskey ck ","North Fork Purgatoire River (110200100102)",1979-10-01,2019-12-10,37.21,-105.12,3115,"Las Animas",857
"478","SNTL","CO","willow park ","Fall River (101900060204)",1979-10-01,2019-12-10,40.43,-105.73,3261,"Larimer",870
"479","SNTL","ID","banner summit ","Canyon Creek (170501200202)",1979-10-01,2019-12-10,44.3,-115.23,2146,"Boise",312
"480","SNTL","ID","bear basin ","Upper Goose Creek (170602100104)",1979-10-01,2019-12-10,44.95,-116.14,1631,"Adams",319
"481","SNTL","ID","bear canyon ","Upper Star Hope Creek (170402180101)",1979-10-01,2019-12-10,43.74,-113.94,2408,"Custer",320
"482","SNTL","ID","bear mountain ","Middle Lightning Creek (170102131202)",1979-10-01,2019-12-10,48.31,-116.07,1646,"Bonner",323
"483","SNTL","ID","bear saddle ","Upper Mann Creek (170501241001)",1979-10-01,2019-12-10,44.61,-116.98,1884,"Washington",324
"484","SNTL","ID","big creek summit ","Curtis Creek (170602080402)",1979-10-01,2019-12-10,44.63,-115.8,1999,"Valley",338
"485","SNTL","ID","bostetter r.s. ","Upper Big Cottonwood Creek (170402120201)",1979-10-01,2019-12-10,42.16,-114.19,2286,"Cassia",359
"486","SNTL","ID","crab creek ","Upper Camas Creek (170402140108)",1979-10-01,2019-12-10,44.44,-111.99,2103,"Clark",424
"487","SNTL","ID","dollarhide summit ","Placer Creek-Warm Springs Creek (170402190201)",1979-10-01,2019-12-10,43.6,-114.67,2566,"Blaine",450
"488","SNTL","ID","emigrant summit ","Williams Creek (160102020206)",1979-10-01,2019-12-10,42.36,-111.56,2252,"Bear Lake",471
"489","SNTL","ID","galena ","Headwaters Big Wood River (170402190101)",1979-10-01,2019-12-10,43.88,-114.67,2277,"Blaine",489
"490","SNTL","ID","garfield r.s. ","Upper Muldoon Creek (170402210301)",1979-10-01,2019-12-10,43.61,-113.93,1999,"Blaine",492
"491","SNTL","ID","giveout ","Upper Montpelier Creek (160102010401)",1979-10-01,2019-12-10,42.41,-111.17,2112,"Bear Lake",493
"492","SNTL","ID","hilts creek ","Upper Wet Creek (170402170401)",1979-10-01,2019-12-10,44.02,-113.47,2438,"Custer",524
"493","SNTL","ID","hyndman ","Hyndman Creek (170402190402)",1979-10-01,2019-12-10,43.71,-114.16,2323,"Blaine",537
"494","SNTL","ID","island park ","Split Creek (170402020601)",1979-10-01,2019-12-10,44.42,-111.39,1917,"Fremont",546
"495","SNTL","ID","jackson peak ","Fivemile Creek-South Fork Payette River (170501200304)",1979-10-01,2019-12-10,44.05,-115.44,2155,"Boise",550
"496","SNTL","ID","lost lake ","Lost Lake-Little North Fork Clearwater River (170603080101)",1979-10-01,2019-12-10,47.08,-115.96,1862,"Shoshone",600
"497","SNTL","ID","lost-wood divide ","Trail Creek (170402190304)",1979-10-01,2019-12-10,43.82,-114.26,2408,"Blaine",601
"498","SNTL","ID","magic mountain ","Headwaters Rock Creek (170402120601)",1979-10-01,2019-12-10,42.18,-114.29,2097,"Twin Falls",610
"499","SNTL","ID","meadow lake ","Upper Texas Creek (170602040101)",1979-10-01,2019-12-10,44.44,-113.32,2789,"Lemhi",620
"500","SNTL","ID","moonshine ","Upper Sawmill Creek (170402170201)",1979-10-01,2019-12-10,44.41,-113.4,2268,"Lemhi",636
"501","SNTL","ID","moose creek ","Upper North Fork Salmon River (170602030601)",1979-10-01,2019-12-10,45.67,-113.95,1890,"Lemhi",638
"502","SNTL","ID","morgan creek ","Headwaters Panther Creek (170602030901)",1979-10-01,2019-12-10,44.84,-114.27,2316,"Lemhi",639
"503","SNTL","ID","mountain meadows ","Headwaters Meadow Creek (170603020301)",1979-10-01,2019-12-10,45.7,-115.23,1926,"Idaho",650
"504","SNTL","ID","mud flat ","Upper Pole Creek (170501041401)",1979-10-01,2019-12-10,42.6,-116.56,1747,"Owyhee",654
"505","SNTL","ID","oxford spring ","Lower Deep Creek (160102040206)",1979-10-01,2019-12-10,42.26,-112.13,2054,"Oneida",677
"506","SNTL","ID","prairie ","Lower Smith Creek (170501131103)",1979-10-01,2019-12-10,43.51,-115.57,1463,"Elmore",704
"507","SNTL","ID","schweitzer basin ","Middle Fork East River-East River (170102150502)",1979-10-01,2019-12-10,48.37,-116.64,1856,"Bonner",738
"508","SNTL","ID","secesh summit ","Headwaters North Fork Payette River (170501230101)",1979-10-01,2019-12-10,45.19,-115.97,1993,"Valley",740
"509","SNTL","ID","sherwin ","West Fork St Maries River (170103040703)",1979-10-01,2019-12-10,46.95,-116.34,975,"Latah",752
"510","SNTL","ID","squaw flat ","Granite Creek-Middle Fork Weiser River (170501240401)",1979-10-01,2019-12-10,44.77,-116.25,1902,"Adams",782
"511","SNTL","ID","stickney mill ","Summit Creek (170402180303)",1979-10-01,2019-12-10,43.86,-114.21,2265,"Custer",792
"512","SNTL","ID","west branch ","Upper Weiser River (170501240201)",1979-10-01,2019-12-10,45.07,-116.45,1695,"Adams",855
"513","SNTL","ID","white elephant ","Island Park Reservoir (170402020305)",1979-10-01,2019-12-10,44.53,-111.41,2350,"Fremont",860
"514","SNTL","ID","wildhorse divide ","Mink Creek (170402080504)",1979-10-01,2019-12-10,42.76,-112.48,1978,"Bannock",867
"515","SNTL","MT","kraft creek ","Kraft Creek (170102110104)",1979-10-01,2019-12-10,47.43,-113.78,1448,"Missoula",562
"516","SNTL","NM","gallegos peak ","Headwaters Rio Grande de Rancho (130201010502)",1979-10-01,2019-12-10,36.19,-105.56,2987,"Taos",491
"517","SNTL","NM","quemazon ","Los Alamos Canyon (130201011303)",1979-10-01,2019-12-10,35.92,-106.39,2896,"Los Alamos",708
"518","SNTL","NM","senorita divide #2 ","Headwaters Rio de Las Vacas (130202020102)",1979-10-01,2019-12-10,36,-106.83,2621,"Rio Arriba",744
"519","SNTL","NV","laurel draw ","Trail Creek (170501040202)",1979-10-01,2019-12-10,41.78,-116.03,2037,"Elko",573
"520","SNTL","OR","beaver reservoir ","Upper Beaver Creek (170601040301)",1979-10-01,2019-12-10,45.15,-118.22,1570,"Union",331
"521","SNTL","OR","big red mountain ","Upper Little Applegate River (171003090301)",1979-10-01,2019-12-10,42.05,-122.85,1844,"Jackson",341
"522","SNTL","OR","bigelow camp ","Sturgis Fork Carberry Creek (171003090105)",1979-10-01,2019-12-10,42.08,-123.34,1564,"Josephine",343
"523","SNTL","OR","blazed alder ","Clear Creek-Sandy River (170800010102)",1979-10-01,2019-12-10,45.43,-121.86,1113,"Clackamas",351
"524","SNTL","OR","cascade summit ","Upper Salt Creek (170900010301)",1979-10-01,2019-12-10,43.59,-122.06,1554,"Deschutes",388
"525","SNTL","OR","chemult alternate ","Deer Creek (180102010201)",1979-10-01,2019-12-10,43.23,-121.81,1478,"Klamath",395
"526","SNTL","OR","clackamas lake ","Headwaters Oak Grove Fork Clackamas River (170900110301)",1979-10-01,2019-12-10,45.1,-121.75,1036,"Clackamas",398
"527","SNTL","OR","clear lake ","Clear Creek (170703060901)",1979-10-01,2019-12-10,45.19,-121.69,1161,"Wasco",401
"528","SNTL","OR","cold springs camp ","Upper Fourmile Creek (180102030202)",1979-10-01,2019-12-10,42.53,-122.18,1811,"Klamath",406
"529","SNTL","OR","county line ","Middle Meadow Creek (170601040202)",1979-10-01,2019-12-10,45.19,-118.55,1472,"Umatilla",422
"530","SNTL","OR","derr. ","Jackson Creek (170703040401)",1979-10-01,2019-12-10,44.45,-119.93,1783,"Wheeler",440
"531","SNTL","OR","diamond lake ","Lake Creek (171003010204)",1979-10-01,2019-12-10,43.19,-122.14,1609,"Douglas",442
"532","SNTL","OR","eilertson meadows ","Rock Creek (170502030404)",1979-10-01,2019-12-10,44.87,-118.11,1679,"Baker",464
"533","SNTL","OR","emigrant springs ","Iskuulpa Creek (170701030501)",1979-10-01,2019-12-10,45.56,-118.45,1158,"Umatilla",470
"534","SNTL","OR","fish lk. ","Upper North Fork Little Butte Creek (171003070801)",1979-10-01,2019-12-10,42.38,-122.35,1420,"Jackson",479
"535","SNTL","OR","gold center ","Bull Run Creek (170702020202)",1979-10-01,2019-12-10,44.76,-118.31,1649,"Grant",494
"536","SNTL","OR","holland meadows ","Layng Creek (170900020201)",1979-10-01,2019-12-10,43.67,-122.57,1503,"Lane",529
"537","SNTL","OR","king mountain ","Whitehorse Creek-Cow Creek (171003020701)",1979-10-01,2019-12-10,42.72,-123.2,1323,"Jackson",558
"538","SNTL","OR","madison butte ","Chapin Creek-Rock Creek (170702041101)",1979-10-01,2019-12-10,45.11,-119.5,1570,"Morrow",608
"539","SNTL","OR","marion forks ","Minto Creek-North Santiam River (170900050205)",1979-10-01,2019-12-10,44.59,-121.97,789,"Linn",614
"540","SNTL","OR","mckenzie ","White Branch (170900040207)",1979-10-01,2019-12-10,44.21,-121.87,1454,"Lane",619
"541","SNTL","OR","moss springs ","Mill Creek (170601040702)",1979-10-01,2019-12-10,45.27,-117.69,1756,"Union",647
"542","SNTL","OR","mt hood test site ","Upper Salmon River (170800010302)",1979-10-01,2019-12-10,45.32,-121.72,1637,"Clackamas",651
"543","SNTL","OR","mt. howard ","Upper Prairie Creek (170601050102)",1979-10-01,2019-12-10,45.27,-117.17,2411,"Wallowa",653
"544","SNTL","OR","new crescent lake ","Upper Crescent Creek (170703020205)",1979-10-01,2019-12-10,43.51,-121.98,1497,"Klamath",660
"545","SNTL","OR","ochoco meadows ","Headwaters Ochoco Creek (170703050201)",1979-10-01,2019-12-10,44.43,-120.33,1655,"Crook",671
"546","SNTL","OR","peavine ridge ","Cot Creek-Oat Grove Fork Clackamas River (170900110306)",1979-10-01,2019-12-10,45.04,-121.93,1042,"Clackamas",687
"547","SNTL","OR","quartz mountain ","Middle South Fork Sprague River (180102020404)",1979-10-01,2019-12-10,42.32,-120.83,1743,"Lake",706
"548","SNTL","OR","roaring river ","Roaring River-South Fork McKenzie River (170900040302)",1979-10-01,2019-12-10,43.9,-122.03,1509,"Lane",719
"549","SNTL","OR","rock springs ","Calamity Creek (170501160204)",1979-10-01,2019-12-10,44.01,-118.84,1612,"Grant",721
"550","SNTL","OR","salt creek falls ","Upper Salt Creek (170900010301)",1979-10-01,2019-12-10,43.61,-122.12,1286,"Lane",729
"551","SNTL","OR","seine creek ","Sain Creek-Scoggins Creek (170900100203)",1979-10-01,2019-12-10,45.53,-123.3,628,"Washington",743
"552","SNTL","OR","sevenmile marsh ","Sevenmile Creek (180102030104)",1979-10-01,2019-12-10,42.7,-122.14,1737,"Klamath",745
"553","SNTL","OR","silver creek ","West Fork Silver Creek (171200050206)",1979-10-01,2019-12-10,42.96,-121.18,1750,"Lake",756
"554","SNTL","OR","starr ridge ","Starr Creek-Silvies River (171200020102)",1979-10-01,2019-12-10,44.26,-119.02,1600,"Grant",789
"555","SNTL","OR","strawberry ","Barnes Valley Creek (180102040501)",1979-10-01,2019-12-10,42.13,-120.84,1759,"Lake",794
"556","SNTL","OR","three creeks meadow ","Three Creek (170703010601)",1979-10-01,2019-12-10,44.14,-121.64,1734,"Deschutes",815
"557","SNTL","UT","beaver dams ","Headwaters Twelvemile Creek (160300040402)",1980-06-01,2019-12-10,39.14,-111.56,2435,"Sanpete",329
"558","SNTL","UT","ben lomond trail ","Cutler Creek-North Fork Ogden River (160201020302)",1980-06-01,2019-12-10,41.38,-111.92,1820,"Weber",333
"559","SNTL","UT","black flat-u.m. ck ","U M Creek (140700030101)",1980-06-01,2019-12-10,38.68,-111.6,2869,"Sevier",348
"560","SNTL","UT","castle valley ","Upper Mammoth Creek (160300010201)",1980-06-01,2019-12-10,37.66,-112.74,2928,"Iron",390
"561","SNTL","UT","chepeta ","East Fork Whiterocks River (140600031202)",1980-07-01,2019-12-10,40.77,-110.01,3200,"Duchesne",396
"562","SNTL","UT","farnsworth lake ","Gooseberry Creek (160300030405)",1980-07-01,2019-12-10,38.77,-111.68,2933,"Sevier",475
"563","SNTL","UT","five points lake ","Garfield Creek (140600030701)",1980-08-01,2019-12-10,40.72,-110.47,3335,"Duchesne",481
"564","SNTL","UT","kimberly mine ","Mill Creek (160300030104)",1980-07-01,2019-12-10,38.48,-112.39,2774,"Piute",557
"565","SNTL","UT","lasal mountain ","Horse Creek-Mill Creek (140300050404)",1980-08-01,2019-12-10,38.48,-109.27,2919,"Grand",572
"566","SNTL","UT","lily lake ","Willow Creek-Bear River (160101010103)",1980-06-01,2019-12-10,40.86,-110.8,2784,"Summit",579
"567","SNTL","UT","merchant valley ","Merchant Creek (160300070201)",1980-07-01,2019-12-10,38.3,-112.44,2653,"Beaver",621
"568","SNTL","UT","midway valley ","Midway Valley-Midway Creek (160300010101)",1980-07-01,2019-12-10,37.57,-112.84,2995,"Iron",626
"569","SNTL","UT","payson r.s. ","Peteetneet Creek (160202020601)",1980-06-01,2019-12-10,39.93,-111.63,2452,"Utah",686
"570","SNTL","UT","rock creek ","South Fork Rock Creek (140600030304)",1980-06-01,2019-12-10,40.55,-110.69,2404,"Duchesne",720
"571","SNTL","UT","rocky basin-settleme ","Settlement Canyon (160203040401)",1980-06-01,2019-12-10,40.44,-112.22,2653,"Tooele",723
"572","SNTL","UT","webster flat ","Upper Deep Creek (150100080101)",1980-07-01,2019-12-10,37.58,-112.9,2805,"Iron",853
"573","SNTL","WA","blewett pass ","Upper Peshastin Creek (170200110501)",1979-10-01,2019-12-10,47.35,-120.68,1292,"Chelan",352
"574","SNTL","WA","bunchgrass mdw ","Harvey Creek (170102160401)",1979-10-01,2019-12-10,48.69,-117.18,1524,"Pend Oreille",376
"575","SNTL","WA","corral pass ","Silver Creek-White River (171100140307)",1979-10-01,2019-12-10,47.02,-121.46,1768,"Pierce",418
"576","SNTL","WA","cougar mountain ","North Fork Green River (171100130202)",1979-10-01,2019-12-10,47.28,-121.67,975,"King",420
"577","SNTL","WA","fish lake ","Headwaters Cle Elum River (170300010102)",1979-10-01,2019-12-10,47.54,-121.09,1045,"Kittitas",478
"578","SNTL","WA","grouse camp ","Upper Naneum Creek (170300010401)",1979-10-01,2019-12-10,47.28,-120.49,1643,"Kittitas",507
"579","SNTL","WA","harts pass ","Upper Canyon Creek (171100050501)",1979-10-01,2019-12-10,48.72,-120.66,1978,"Okanogan",515
"580","SNTL","WA","olallie meadows ","Upper South Fork Snoqualmie River (171100100301)",1979-10-01,2019-12-10,47.37,-121.44,1228,"King",672
"581","SNTL","WA","paradise ","Headwaters Nisqually River (171100150104)",1979-10-01,2019-12-10,46.78,-121.75,1564,"Pierce",679
"582","SNTL","WA","pigtail peak ","Clear Creek (170300020301)",1979-10-01,2019-12-10,46.62,-121.39,1768,"Yakima",692
"583","SNTL","WA","pope ridge ","Lake Creek-Entiat River (170200100204)",1979-10-01,2019-12-10,47.99,-120.57,1094,"Chelan",699
"584","SNTL","WA","rainy pass ","Upper Granite Creek (171100050503)",1979-10-01,2019-12-10,48.52,-120.74,1490,"Chelan",711
"585","SNTL","WA","salmon meadows ","North Fork Salmon Creek (170200062003)",1979-10-01,2019-12-10,48.66,-119.84,1359,"Okanogan",728
"586","SNTL","WA","stampede pass ","Sunday Creek (171100130103)",1979-10-01,2019-12-10,47.27,-121.34,1173,"King",788
"587","SNTL","WA","stevens pass ","Upper Tye River (171100090102)",1979-10-01,2019-12-10,47.75,-121.09,1204,"King",791
"588","SNTL","WA","touchet ","Wolf Creek (170701020303)",1979-10-01,2019-12-10,46.12,-117.85,1686,"Columbia",824
"589","SNTL","WA","upper wheeler ","Stemilt Creek (170200100310)",1979-10-01,2019-12-10,47.29,-120.37,1320,"Chelan",841
"590","SNTL","WA","white pass e.s. ","Clear Creek (170300020301)",1979-10-01,2019-12-10,46.64,-121.38,1353,"Yakima",863
"591","SNTL","WY","base camp ","Berry Creek (170401010304)",1979-10-01,2019-12-10,43.94,-110.45,2152,"Teton",314
"592","SNTL","WY","bear trap meadow ","Upper North Fork Red Fork Powder River (100902010205)",1979-10-01,2019-12-10,43.89,-107.06,2499,"Johnson",325
"593","SNTL","WY","beartooth lake ","Beartooth Creek (100700060206)",1979-10-01,2019-12-10,44.94,-109.57,2853,"Park",326
"594","SNTL","WY","blackwater ","Lower Elk Fork (100800120209)",1979-10-01,2019-12-10,44.38,-109.79,2981,"Park",350
